2023-01-30 18:32:06,007 INFO    StreamThr :43392 [internal.py:wandb_internal():87] W&B internal server running at pid: 43392, started at: 2023-01-30 18:32:06.007836
2023-01-30 18:32:06,011 DEBUG   HandlerThread:43392 [handler.py:handle_request():144] handle_request: status
2023-01-30 18:32:06,013 INFO    WriterThread:43392 [datastore.py:open_for_write():85] open: C:\Users\msayd\Documents\Foundations of Deep Learning\Project\dl-competition\wandb\run-20230130_183205-en18rj66\run-en18rj66.wandb
2023-01-30 18:32:06,014 DEBUG   SenderThread:43392 [sender.py:send():334] send: header
2023-01-30 18:32:06,065 DEBUG   SenderThread:43392 [sender.py:send():334] send: run
2023-01-30 18:32:06,541 INFO    SenderThread:43392 [dir_watcher.py:__init__():216] watching files in: C:\Users\msayd\Documents\Foundations of Deep Learning\Project\dl-competition\wandb\run-20230130_183205-en18rj66\files
2023-01-30 18:32:06,541 INFO    SenderThread:43392 [sender.py:_start_run_threads():1065] run started: en18rj66 with start time 1675099926.007835
2023-01-30 18:32:06,541 DEBUG   SenderThread:43392 [sender.py:send_request():361] send_request: summary_record
2023-01-30 18:32:06,541 INFO    SenderThread:43392 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-30 18:32:06,543 DEBUG   HandlerThread:43392 [handler.py:handle_request():144] handle_request: check_version
2023-01-30 18:32:06,543 DEBUG   SenderThread:43392 [sender.py:send_request():361] send_request: check_version
2023-01-30 18:32:06,672 DEBUG   HandlerThread:43392 [handler.py:handle_request():144] handle_request: run_start
2023-01-30 18:32:06,687 DEBUG   HandlerThread:43392 [system_info.py:__init__():31] System info init
2023-01-30 18:32:06,687 DEBUG   HandlerThread:43392 [system_info.py:__init__():46] System info init done
2023-01-30 18:32:06,687 INFO    HandlerThread:43392 [system_monitor.py:start():151] Starting system monitor
2023-01-30 18:32:06,687 INFO    SystemMonitor:43392 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-30 18:32:06,687 INFO    HandlerThread:43392 [system_monitor.py:probe():172] Collecting system info
2023-01-30 18:32:06,695 INFO    SystemMonitor:43392 [interfaces.py:start():168] Started cpu
2023-01-30 18:32:06,707 DEBUG   HandlerThread:43392 [system_info.py:probe():195] Probing system
2023-01-30 18:32:06,707 INFO    SystemMonitor:43392 [interfaces.py:start():168] Started disk
2023-01-30 18:32:06,727 INFO    SystemMonitor:43392 [interfaces.py:start():168] Started memory
2023-01-30 18:32:06,740 INFO    SystemMonitor:43392 [interfaces.py:start():168] Started network
