2023-01-30 18:26:20,476 INFO    StreamThr :34460 [internal.py:wandb_internal():87] W&B internal server running at pid: 34460, started at: 2023-01-30 18:26:20.476411
2023-01-30 18:26:20,476 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: status
2023-01-30 18:26:20,479 INFO    WriterThread:34460 [datastore.py:open_for_write():85] open: C:\Users\msayd\Documents\Foundations of Deep Learning\Project\dl-competition\wandb\run-20230130_182620-gu9wy013\run-gu9wy013.wandb
2023-01-30 18:26:20,481 DEBUG   SenderThread:34460 [sender.py:send():334] send: header
2023-01-30 18:26:20,533 DEBUG   SenderThread:34460 [sender.py:send():334] send: run
2023-01-30 18:26:20,994 INFO    SenderThread:34460 [dir_watcher.py:__init__():216] watching files in: C:\Users\msayd\Documents\Foundations of Deep Learning\Project\dl-competition\wandb\run-20230130_182620-gu9wy013\files
2023-01-30 18:26:20,994 INFO    SenderThread:34460 [sender.py:_start_run_threads():1065] run started: gu9wy013 with start time 1675099580.476411
2023-01-30 18:26:20,994 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: summary_record
2023-01-30 18:26:20,994 INFO    SenderThread:34460 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-30 18:26:21,001 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: check_version
2023-01-30 18:26:21,001 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: check_version
2023-01-30 18:26:21,124 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: run_start
2023-01-30 18:26:21,133 DEBUG   HandlerThread:34460 [system_info.py:__init__():31] System info init
2023-01-30 18:26:21,133 DEBUG   HandlerThread:34460 [system_info.py:__init__():46] System info init done
2023-01-30 18:26:21,133 INFO    HandlerThread:34460 [system_monitor.py:start():151] Starting system monitor
2023-01-30 18:26:21,133 INFO    SystemMonitor:34460 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-30 18:26:21,133 INFO    HandlerThread:34460 [system_monitor.py:probe():172] Collecting system info
2023-01-30 18:26:21,146 INFO    SystemMonitor:34460 [interfaces.py:start():168] Started cpu
2023-01-30 18:26:21,159 DEBUG   HandlerThread:34460 [system_info.py:probe():195] Probing system
2023-01-30 18:26:21,159 INFO    SystemMonitor:34460 [interfaces.py:start():168] Started disk
2023-01-30 18:26:21,179 INFO    SystemMonitor:34460 [interfaces.py:start():168] Started memory
2023-01-30 18:26:21,183 INFO    SystemMonitor:34460 [interfaces.py:start():168] Started network
2023-01-30 18:26:21,183 DEBUG   HandlerThread:34460 [system_info.py:_probe_git():180] Probing git
2023-01-30 18:26:21,273 DEBUG   HandlerThread:34460 [system_info.py:_probe_git():188] Probing git done
2023-01-30 18:26:21,273 DEBUG   HandlerThread:34460 [system_info.py:probe():241] Probing system done
2023-01-30 18:26:21,273 DEBUG   HandlerThread:34460 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-01-30T17:26:21.159187', 'startedAt': '2023-01-30T17:26:20.461380', 'docker': None, 'cuda': None, 'args': ('-m', 'EfficientNetv2SFC', '-b', '512', '-d', 'randomAugment'), 'state': 'running', 'program': 'C:\\Users\\msayd\\Documents\\Foundations of Deep Learning\\Project\\dl-competition\\src\\main.py', 'codePath': 'src\\main.py', 'git': {'remote': 'https://github.com/domiomi3/dl-competition', 'commit': 'd8e0354c58612a6d1cb315473731098dc9b40ecf'}, 'email': 'msaydez_campbell@hotmail.com', 'root': 'C:/Users/msayd/Documents/Foundations of Deep Learning/Project/dl-competition', 'host': 'MSaydez', 'username': 'msayd', 'executable': 'C:\\Users\\msayd\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3301.0, 'min': 0.0, 'max': 3301.0}, 'cpu_freq_per_core': [{'current': 3301.0, 'min': 0.0, 'max': 3301.0}], 'disk': {'total': 951.6455039978027, 'used': 132.49292755126953}, 'memory': {'total': 13.692329406738281}}
2023-01-30 18:26:21,273 INFO    HandlerThread:34460 [system_monitor.py:probe():182] Finished collecting system info
2023-01-30 18:26:21,273 INFO    HandlerThread:34460 [system_monitor.py:probe():185] Publishing system info
2023-01-30 18:26:21,273 DEBUG   HandlerThread:34460 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-30 18:26:21,282 DEBUG   HandlerThread:34460 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-30 18:26:21,283 INFO    HandlerThread:34460 [system_monitor.py:probe():187] Finished publishing system info
2023-01-30 18:26:21,285 DEBUG   SenderThread:34460 [sender.py:send():334] send: files
2023-01-30 18:26:21,285 INFO    SenderThread:34460 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-30 18:26:21,293 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: stop_status
2023-01-30 18:26:21,293 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: stop_status
2023-01-30 18:26:21,503 DEBUG   SenderThread:34460 [sender.py:send():334] send: telemetry
2023-01-30 18:26:21,518 DEBUG   SenderThread:34460 [sender.py:send():334] send: exit
2023-01-30 18:26:21,518 INFO    SenderThread:34460 [sender.py:send_exit():557] handling exit code: 1
2023-01-30 18:26:21,518 INFO    SenderThread:34460 [sender.py:send_exit():559] handling runtime: 0
2023-01-30 18:26:21,518 INFO    SenderThread:34460 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-30 18:26:21,518 INFO    SenderThread:34460 [sender.py:send_exit():565] send defer
2023-01-30 18:26:21,520 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 0
2023-01-30 18:26:21,520 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,520 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 0
2023-01-30 18:26:21,520 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 1
2023-01-30 18:26:21,520 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 1
2023-01-30 18:26:21,520 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,520 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 1
2023-01-30 18:26:21,520 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 2
2023-01-30 18:26:21,520 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 2
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [system_monitor.py:finish():161] Stopping system monitor
2023-01-30 18:26:21,520 DEBUG   SystemMonitor:34460 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-01-30 18:26:21,520 DEBUG   SystemMonitor:34460 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-01-30 18:26:21,520 DEBUG   SystemMonitor:34460 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [interfaces.py:finish():175] Joined cpu
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [interfaces.py:finish():175] Joined disk
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [interfaces.py:finish():175] Joined memory
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [interfaces.py:finish():175] Joined network
2023-01-30 18:26:21,520 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,520 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 2
2023-01-30 18:26:21,520 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 3
2023-01-30 18:26:21,520 DEBUG   SenderThread:34460 [sender.py:send():334] send: stats
2023-01-30 18:26:21,520 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,520 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 3
2023-01-30 18:26:21,523 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,523 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 3
2023-01-30 18:26:21,523 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 4
2023-01-30 18:26:21,523 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,523 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 4
2023-01-30 18:26:21,523 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,526 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 4
2023-01-30 18:26:21,526 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 5
2023-01-30 18:26:21,526 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,526 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 5
2023-01-30 18:26:21,526 DEBUG   SenderThread:34460 [sender.py:send():334] send: summary
2023-01-30 18:26:21,527 INFO    SenderThread:34460 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-30 18:26:21,527 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,527 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 5
2023-01-30 18:26:21,529 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 6
2023-01-30 18:26:21,529 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,529 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 6
2023-01-30 18:26:21,529 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,529 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 6
2023-01-30 18:26:21,529 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: status_report
2023-01-30 18:26:21,767 INFO    SenderThread:34460 [sender.py:transition_state():585] send defer: 7
2023-01-30 18:26:21,767 DEBUG   HandlerThread:34460 [handler.py:handle_request():144] handle_request: defer
2023-01-30 18:26:21,767 INFO    HandlerThread:34460 [handler.py:handle_request_defer():170] handle defer: 7
2023-01-30 18:26:21,767 DEBUG   SenderThread:34460 [sender.py:send_request():361] send_request: defer
2023-01-30 18:26:21,767 INFO    SenderThread:34460 [sender.py:send_request_defer():581] handle sender defer: 7
2023-01-30 18:26:21,896 INFO    Thread-22 :34460 [upload_job.py:push():143] Uploaded file C:\Users\msayd\AppData\Local\Temp\tmp2kjtrq7cwandb\zaq1fm26-wandb-metadata.json
2023-01-30 18:26:22,009 INFO    Thread-17 :34460 [dir_watcher.py:_on_file_modified():292] file/dir modified: C:\Users\msayd\Documents\Foundations of Deep Learning\Project\dl-competition\wandb\run-20230130_182620-gu9wy013\files\config.yaml
2023-01-30 18:26:22,009 INFO    Thread-17 :34460 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\msayd\Documents\Foundations of Deep Learning\Project\dl-competition\wandb\run-20230130_182620-gu9wy013\files\output.log
